name,label,deck,deckID,Type,playercount,cost,optioncost,VP,prereq,category,text,provides,alters,usereq,addsfuture,version,publisher,base,banned
StoneCarver,Stone Carver,I,256,Occupation,1,,,,,%5u,"In each Harvest, the Stone Carver can convert up to 1 Stone to 3 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
StreetMusician,Street Musician,I,257,Occupation,4,,,,,%18u,"You receive 1 Grain whenever another player takes the ""Traveling Players"" action on an Action space.",%6g,%30fs,,,OriginalVersion,Z-Man,BaseSet,false
Cabinetmaker,Cabinetmaker,I,258,Occupation,3,,,,,%5u,"In each Harvest, the Cabinetmaker can convert up to 1 Wood to 2 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
AnimalDealer,Animal Dealer,I,259,Occupation,3,,,,,%8s,"Whenever you use one of the ""Sheep"", ""Wild boar"" or ""Cattle"" Action spaces, you can pay 1 Food to take 1 additional animal of that type. (The ""Sheep"", ""Wild boar"" and ""Cattle"" cards are added in Stages 1,3, and 4.)",%8g;%9g;%10g,%12as;%14as;%20as,,,OriginalVersion,Z-Man,BaseSet,false
Taster,Taster,I,260,Occupation,4,,,,,%14u,"Whenever another player is the Starting player, you can pay him/her 2 Food at the start of the round and be the first to place a Family member. After that, play starts with the Starting player as usual. (If you are the Starting player, you do not get any advantage.)",,,,,OriginalVersion,Z-Man,BaseSet,true
Outrider,Outrider,I,261,Occupation,4,,,,,%7s,"Whenever you use the most recent Round card with one of your people, you receive 1 additional Grain.",%6g,,,,OriginalVersion,Z-Man,BaseSet,false
WaterCarrier,Water Carrier,I,262,Occupation,1,,,,,,"Once any player has built the Well, place 1 Food on the remaining Round spaces. At the start of these rounds, you receive the Food. (If the Well has already been built, place the Food immediately.)",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
FenceBuilder,Fence Builder,I,263,Occupation,1,,,,,,"When you play this card, place one of your fences on an Action space of your choice. If you use an action on the Action space, you can also build fences as an additional action. (From now on, you only have 14 fences available for building.)",%2t,,,,OriginalVersion,Z-Man,BaseSet,false
Fencer,Fencer,I,264,Occupation,4,,,,,,"Whenever another player builds 1 to 4 fences, you receive 1 Wood from the supply. Whenever another player builds 5 or more fences, you receive 2 Wood. (If you build fences yourself, you receive no benefit.)",%2g,%2t,,,OriginalVersion,Z-Man,BaseSet,false
FenceDeliveryman,Fence Deliveryman,I,265,Occupation,1,,,,,,"Add 6 and 10 to the current round. Place 4 of your fences on each corresponding Round space. At the start of these rounds, you can pay 2 Food to build all 4 fences immediately. (You may build fewer than 4 fences. You do not need to pay Wood to build the fences.)",%12g,,,%12g,OriginalVersion,Z-Man,BaseSet,false
ClayDeposit,Clay Deposit,I,337,MinorImp,,,,,Cost3Occ,%1d,"This card is an additional Action space. A player who uses this action must pay you 1 Food and receives 5 Clay. If you use the Clay Deposit yourself, you may choose to take 2 Bonus points instead of the Clay.",%2g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Rancher,Rancher,I,340,Occupation,4,,,,,,"Whenever, at the start of a round, you have fewer unused farmyards than any of the other players, you receive 1 Wood. (If there is a tie, you get nothing.)",%2g,,,,OriginalVersion,Z-Man,BaseSet,false
Acreage,Acreage,K,105,MinorImp,,,,,Cost1Occ,%17u,"When you Sow, you can plant 2 Grain fields on this card. (This card does not count as a field when scoring.)",,,,,OriginalVersion,Z-Man,BaseSet,false
Bakehouse,Bakehouse,K,106,MinorImp,,Cost3S,,5,Cost1Oven,%2d;%10d,"Whenever you use the ""Bake bread"" Action, you can use the Bakehouse to convert up to 2 Grain into 5 Food each. When you play this card, you can also take the ""Bake bread"" Action.",%1g;%1t,,,,OriginalVersion,Z-Man,BaseSet,false
Lumber,Lumber,K,107,MinorImp,,Cost1S,,,,%9d,"When you play this card, you receive 3 Wood.",%2g,,,,OriginalVersion,Z-Man,BaseSet,false
Beehive,Beehive,K,108,MinorImp,,,,1,Cost2Imp;Cost3Occ,%10d;%3u;%4s;%10s,"Place 2 Food on each remaining even-numbered Round space. At the start of these rounds, you take the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
SpitRoast,Spit Roast,K,109,MinorImp,,Cost1W,,,,%5u,"Whenever you convert at least 1 animal to Food during the Feeding phase of the Harvest, you receive 1 additional Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Brewery,Brewery,K,110,MinorImp,,Cost2G;Cost2S,,2,,%1d;%10d;%5u,"During the Feeding phase of the Harvest, you can use the Brewery to convert at most 1 Grain to 3 Food. At the end of the game, you receive 1 Bonus point for your ninth Grain.",%1g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
BreadPaddle,Bread Paddle,K,111,MinorImp,,Cost1W,,,,,"Whenever you play an Occupation, you may also take the ""Bake bread"" action.",%1t,%8t,,,OriginalVersion,Z-Man,BaseSet,false
Bookshelf,Bookshelf,K,112,MinorImp,,Cost1W,,1,Cost3Occ,%10d;%10s,Whenever you play 1 Occupation you receive 3 Food before you pay the costs of the Occupation.,%1g,%8t,,,OriginalVersion,Z-Man,BaseSet,false
Flail,Flail,K,113,MinorImp,,Cost1W,,,Cost1Occ,,"Whenever you use the ""Plow 1 field"" or ""Plow 1 field and/or Sow"" actions, you can also take the ""Bake bread"" action.",%1t,%8as;%23as,,,OriginalVersion,Z-Man,BaseSet,false
DuckPond,Duck Pond,K,114,MinorImp,,,,1,Cost2Occ,%10d;%13u,"Place 1 Food on each of the next 3 Round spaces. At the start of these rounds, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
SwingPlow,Swing Plow,K,115,MinorImp,,Cost3W,,,Cost3Occ,%7d;%11u,"Twice during the game, when you use the ""Plow 1 field"" action, you can Plow 3 fields instead of 1. The Swing Plow cannot be used with the ""Plow 1 field and/or Sow"" action.",%1fs,%8as,,,OriginalVersion,Z-Man,BaseSet,false
Granary,Granary,K,116,MinorImp,,,Cost3W;Cost3C,1,,%10d,"Place 1 Grain each on the spaces for rounds 8,10 and 12. At the start of these rounds, you receive the Grain.",%6g,,,%6g,OriginalVersion,Z-Man,BaseSet,false
Greenhouse,Greenhouse,K,117,MinorImp,,,,1,Cost1Occ,%7s;%10d,"Add 4 and 7 to the current round and place 1 Vegetable on each corresponding Round space. At the start of these rounds, you can pay 1 Food to take the Vegetable.",%7g,,,%7g,OriginalVersion,Z-Man,BaseSet,false
LiquidManure,Liquid Manure,K,118,MinorImp,,,,,Cost4Animal,,"Whenever you Sow, place 1 additional Grain or Vegetable from the general supply on your newly planted fields.",,%11t,,,OriginalVersion,Z-Man,BaseSet,false
CrookedPlow,Crooked Plow,K,119,MinorImp,,Cost3W,,,Cost1Occ,%7d;%11u,"Once during the game, when you use the ""Plow 1 field"" action, you can Plow 3 fields instead of 1. This does not apply to the ""Plow 1 field and/or Sow"" action.",%1fs,%8as,,,OriginalVersion,Z-Man,BaseSet,false
HouseGoat,House Goat,K,120,MinorImp,,,,1,,%10d;%5u,"In each Feeding phase, you receive 1 Food. Apart from the House Goat, you cannot hold any other animal in your home. (even if you have the Animal Tamer.)(You cannot choose to let the House Goat run free to make room for a different animal in your home.)",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Sawhorse,Sawhorse,K,121,MinorImp,,Cost2W,,,,,"The next stable you place in your farmyard, as well as your 3rd, 6th, 9th, 12th, and 15th fence, costs you nothing. (You can only place fences if they enclose a complete pasture.)",%2g,%26t;%2t,,,OriginalVersion,Z-Man,BaseSet,false
Sawmill,Sawmill,K,122,MinorImp,,,,3,CostJoinery,%6d;%1d;%10d;%5u,"Each Harvest, you may convert up to 1 Wood to 3 Food. At the end of the game, you receive 1/2/3 Bonus points for 2/4/5 Wood. (A repurchased Joinery does not give any additional Bonus points, but can be used to convert an additional 1 Wood each Harvest.)",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
WoodenStrongbox,Wooden Strongbox,K,123,MinorImp,,Cost1W,,,,%1d;%12u,"At the end of the game, you get 2 Bonus points if your home contains 5 rooms or 4 Bonus points if you have 6 or more rooms.",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Yoke,Yoke,K,124,MinorImp,,Cost1W,,,Cost1Ca,,"When you play this card, you can immediately Plow 1 field for each Plow that has been played (by any player) and 1 field for the harrow, if it has been played.",%1fs,,,,OriginalVersion,Z-Man,BaseSet,false
Broom,Broom,K,125,MinorImp,,Cost1W,,,,%4s,"Discard all the remaining Minor Improvements in you hand, and draw 7 new Minor Improvements. You can play 1 more Minor Improvement immediately. (You must pay the costs of the new Improvement and, where appropriate, meet the conditions for playing it.)",%7t,,,,OriginalVersion,Z-Man,BaseSet,false
LandingNet,Landing Net,K,126,MinorImp,,Cost1R,,,,,"Whenever you receive Reed on an Action space, you receive an additional 2 Food. This is reduced to 1 Food if you receive other building resources as well as Reed.",%1g,%20t;%3as;%29as,,,OriginalVersion,Z-Man,BaseSet,false
Clapper,Clapper,K,127,MinorImp,,Cost1W,,,,,"Whenever you use a ""Family growth"" action (or already have a person on that space when you play the Clapper), place 1 additional Grain on any of your fields that already contains at least 1 Grain.",%6g,%16as;%22as,,,OriginalVersion,Z-Man,BaseSet,false
CookingHearth,Cooking Hearth,K,128,MinorImp,,,,1,CostFP,%2d;%3d;%4d;%10d;%3u,"At any time, you may convert goods to Food as follows: Vegetables: 3 Food Sheep: 2 Food Wild boar: 3 Food Cattle: 4 Food Whenever you use the ""Bake bread: action, you may convert: Grain: 3 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
CornSheaf,Corn Sheaf,K,129,MinorImp,,,,,,%9d;%7s,"When you play this card, take 1 Grain.",%6g,,,,OriginalVersion,Z-Man,BaseSet,false
HerbGarden,Herb Garden,K,130,MinorImp,,,,1,Cost1VField,%10d,"Place 1 Food on each of the next 5 Round spaces. At the start of each round, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
ClayPit,Clay Pit,K,131,MinorImp,,,,1,Cost3Occ,%10d;%2u,"Whenever you use the ""Day Laborer"" Action space, you receive 3 additional Clay.",%3g,%6as,,,OriginalVersion,Z-Man,BaseSet,false
ClayHutExtension,Clay Hut Extension,K,132,MinorImp,,Cost1R;Cost4C,,,,%9d;%14u;%5s,"When you play this card, immediately extend you Clay hut by 1 room. (The room does not cost anything, but you must pay the cost shown to play this card.)",%6fs;%3t,,,,OriginalVersion,Z-Man,BaseSet,false
MilkingStool,Milking Stool,K,133,MinorImp,,Cost1W,,,Cost2Occ,%1d;%5u;%12u,"Whenever you have at least 1/3/5 Cattle during the Field phase of a Harvest, you receive 1/2/3 Food. At the end of the game, you receive 1 bonus point for every 2 Cattle.",%1g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
OxTeam,Ox Team,K,134,MinorImp,,Cost3W,,1,Cost2Ca,%10d;%8s,"When you play this card, count how many complete rounds are left to be played. You can Plow this many Fields, up to a maximum of 3.",%1fs;%9t,,,,OriginalVersion,Z-Man,BaseSet,false
Horse,Horse,K,135,MinorImp,,,,,,%1d,You receive 2 Bonus points for any one type of animal missing from your farm at the end of the game. (The horse replaces this type of animal.)(You still lose the points for the missing animal type.),%17g,,,,OriginalVersion,Z-Man,BaseSet,false
BrushwoodRoof,Brushwood Roof,K,136,MinorImp,,,,,Cost2Occ,%15u;%16u,"Whenever you extend or renovate your home, you can replace 1 or 2 Reed with the same amount of Wood.",%4g,%3t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
TurnipField,Turnip Field,K,137,MinorImp,,,,1,Cost3Occ,%10d;%17u;%7s;%10s,"When you Sow, you can plant Vegetables on this card as you would on a field. When you play this card, you can also take the ""Sow"" action. (This card does not count as a field when scoring.)",%11t,,,,OriginalVersion,Z-Man,BaseSet,false
ReedHut,Reed Hut,K,138,MinorImp,,Cost1W;Cost4R,,1,,%10d;%14u,"Place one Family member token that you have not yet brought into the game onto this card, where it will live for the rest of the game. It can be used to take actions (starting from the round when you play this card) and must be fed, but it is not worth any points while living in the Reed Hut. (You can move this person into your home later, using a ""Family growth"" action.)",%11g,,,,OriginalVersion,Z-Man,BaseSet,true
SleepingCorner,Sleeping Corner,K,139,MinorImp,,Cost1W,,1,Cost2GField,%10d;%7s;%6u,"You can use any ""Family growth"" Action space, even if another player has already placed a person there.",,%16as;%22as,,,OriginalVersion,Z-Man,BaseSet,false
SwanLake,Swan Lake,K,140,MinorImp,,,,2,Cost4Occ,%10d;%13u;%4s;%10s,"Place 1 Food each on the next 5 remaining Round spaces. At the start of these rounds, you receive the Food.",%1g,,,%1g,OriginalVersion,Z-Man,BaseSet,false
BoarBreeding,Boar Breeding,K,141,MinorImp,,Cost1F,,,,%9d,"When you play this card, take 1 Wild boar.",%9g,,,,OriginalVersion,Z-Man,BaseSet,false
StoneCart,Stone Cart,K,142,MinorImp,,Cost2W,,,Cost2Occ,,"Place 1 Stone on each remaining even-numbered Round space. At the start of these rounds, you receive the Stone.",%5g,,,%5g,OriginalVersion,Z-Man,BaseSet,false
StoneExchange,Stone Exchange,K,143,MinorImp,,,Cost2W;Cost2C,,,%9d,"When you play this card, take 2 Stone.",%5g,,,,OriginalVersion,Z-Man,BaseSet,false
Mansion,Mansion,K,144,MinorImp,,Cost3W;Cost3C;Cost2R;Cost3S,,,,%1d;%3s;%12u,"At the end of the game, you receive 2 Bonus points for each room in your Stone house. (In total, you receive 4 points per room instead of the usual 2 points.)",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
ForestPasture,Forest Pasture,K,145,MinorImp,,,,1,Cost3Occ,%10d;%8s,This card can hold an unlimited number of Wild boar. (This card does not count as a pasture when scoring.),,,,,OriginalVersion,Z-Man,BaseSet,false
Loom,Loom,K,146,MinorImp,,Cost2W,,1,Cost2Occ,%1d;%10d;%5u;%12u;%8s,"Whenever you have at least 1/4/7 Sheep during the Field phase of a Harvest, you receive 1/2/3 Food. At the end of the game, you receive 1 Bonus point for every 3 Sheep.",%1g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Serf,Serf,K,266,Occupation,4,,,,,,"Whenever you use the ""Sow and/or Bake bread"" action, you receive 1 Grain before taking the action. Alternatively, you can exchange 1 Grain for 1 Vegetable",%6g;%7g,%14as,,,OriginalVersion,Z-Man,BaseSet,false
AdoptiveParents,Adoptive Parents,K,267,Occupation,1,,,,,,"When you take a ""Family growth"" action, you can pay 1 Food to immediately place the offspring in you hut. This allows you to take an action with it this round. If you do this, the offspring does not count as ""newborn"".",,%4t;%5t,,,OriginalVersion,Z-Man,BaseSet,false
Pieceworker,Pieceworker,K,268,Occupation,1,,,,,,"Whenever you receive Wood, Clay, Reed, Stone or Grain on an Action space, you can buy one more of the same good for 1 Food. Whenever you receive Vegetable(s) on an Action space, you can buy one more for 2 Food.",%2g;%3g;%4g;%5g;%6g;%7g,%1as;%3as;%4as;%10as;%15as;%19as;%21as;%26as;%27as;%28as;%29as,,,OriginalVersion,Z-Man,BaseSet,false
Acrobat,Acrobat,K,269,Occupation,4,,,,,%18u,"Whenever you use the ""Traveling Players"" action on an Action space, after all of the other players have finished their turns you may move that person to a free ""Plow"" or ""Take 1 Grain"" Action space and take the action.",%9t;%19t,%30as,,,OriginalVersion,Z-Man,BaseSet,false
WetNurse,Wet Nurse,K,270,Occupation,1,,,,,%14u;%3s;%9s,"Whenever you Build room(s), you may grow your family by up to the number of rooms that you build. This costs 1 Food per person. (The newborns are only available to take actions in the next round.)",,%3t,,,OriginalVersion,Z-Man,BaseSet,true
Educator,Educator,K,271,Occupation,4,,,,,%10s,"Whenever another player plays an Occupation card, you can pay 3 Food to play one yourself. From you 4th Occupation on, this only costs 2 Food. (If you play an Occupation yourself, you cannot use this card to play a second Occupation.)",%8t,%8t,,,OriginalVersion,Z-Man,BaseSet,false
FrameBuilder,Frame Builder,K,272,Occupation,1,,,,,%15u;%16u,"In each renovation, you may replace exactly 1 Clay or 1 Stone with 1 Wood. In each extension, you may replace exactly 2 Clay or 2 Stone with 1 Wood.",%3g;%5g,%3t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
BasinMaker,Basin Maker,K,273,Occupation,4,,,,,%1d,"For each Wild boar that you convert into Food, you can place up to 2 Wood from your personal supply on this card. At the end of the game, you receive 1 bonus point for each Wood on this card except the 1st, 4th, 7th and 10th.",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
OrganicFarmer,Organic Farmer,K,274,Occupation,1,,,,,%1d;%12u,"At the end of the game, you receive 1 Bonus point for each pasture that contains at least 1 animal, but could contain at least 3 more animals than it does. (This also applies to the Forest Pasture.)",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
PerpetualStudent,Perpetual Student,K,275,Occupation,4,,,,,%10s,"Whenever you play an Occupation card, you can ask another player to randomly draw one of your cards instead of choosing one yourself. If you do this, you receive 3 Food before you pay the costs of the card, but you must play the card that the other player draws. if you are unable to pay the costs of the card, you must draw Begging cards for any missing Food.",%1g,%8t,,,OriginalVersion,Z-Man,BaseSet,false
Constable,Constable,K,276,Occupation,3,,,,,%1d;%12u;%1u,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Wood. At the end of the game, any player who has no negative points receives 5 Bonus points.",%2g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
Manufacturer,Manufacturer,K,277,Occupation,3,,,,,%8u;%4s;%5s,"Once you have a Clay hut or a Stone house, the Joiner, Pottery and Basketmaker's Workshop are Minor Improvements for you and their cost is reduced by 2 building resources of your choice.",,Joinery;Pottery;BasketMakersWorkshop,,,OriginalVersion,Z-Man,BaseSet,false
Forester,Forester,K,278,Occupation,1,,,,,%17u,"Whenever you use the ""Sow"" action, you can plant up to a maximum of up 3 Wood on this card, as shown. The Wood is treated the same as sown Grain and is harvested during the Field phase.",%2g,,,,OriginalVersion,Z-Man,BaseSet,false
Scholar,Scholar,K,279,Occupation,1,,,,,%9u;%2s;%6s,"Once you have a Stone house, at the start of a round, you can always either pay 1 Food to play an Occupation card or play an Improvement card by paying its costs.",%6t;%8t,,%7fs,,OriginalVersion,Z-Man,BaseSet,false
Tanner,Tanner,K,280,Occupation,3,,,,,%1d;%8s,"When you convert Wild boar or Cattle to Food, you can choose to place them on this card. At the end of the game, you receive 1/2/3 Bonus points for 2/4/6 slaughtered Wild boar as well as for 2/3/4 Cattle.",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
TravelingSalesman,Traveling Salesman,K,281,Occupation,1,,,,,%4s,"Whenever you select the ""Minor Improvement"" action on an Action space, you can play a Major instead of a Minor Improvement. If you select the ""Major or Minor Improvement"" action, you can play 2 Minor Improvements.",%6t;%7t,%11as;16as;%9as;%17as,,,OriginalVersion,Z-Man,BaseSet,false
HouseSteward,House Steward,K,282,Occupation,3,,,,,%1d;%1u;%3s,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Wood. At the end of the game, the player(s) with the most rooms in their home receive 3 Bonus points each.",%2g;%17g,,,,OriginalVersion,Z-Man,BaseSet,false
WoodDeliveryman,Wood Deliveryman,K,283,Occupation,1,,,,,,"Place 1 Wood on each remaining space for rounds 8 to 14. At the start of these rounds, you receive the Wood.",%2g,,,%2g,OriginalVersion,Z-Man,BaseSet,false
WoodDistributor,Wood Distributor,K,284,Occupation,1,,,,,,"At the start of the Work phase, you can distribute the Wood from the ""3 Wood"" Action space as evenly as possible onto the neighboring Clay, Reed and Fishing spaces. When you play this card, you receive 2 Wood.",%2g,%4as;%1as;%3as;%7as,,,OriginalVersion,Z-Man,BaseSet,false
Tinsmith,Tinsmith,K,285,Occupation,3,,,,,,"You can convert Clay into Food at any time. You receive 1 Food per Clay. If any player has build a Well (including the Village Well), you receive 3 Food for every 2 Clay.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Smallholder,Smallholder,K,286,Occupation,1,,,,,,"Your pastures that can hold up to 2 animals can hold 3 animals. Also, while you have at most 2 Fields, add 1 extra Grain or Vegetable when you Sow.",,%9fs;%1fs,,,OriginalVersion,Z-Man,BaseSet,false
StorehouseClerk,Storehouse Clerk,K,287,Occupation,4,,,,,%1s;%2s,"Whenever you have at least 5 Stone at the start of a round, you receive 1 extra Stone. If you have at least 6 Reed, you receive 1 Reed. If you have at least 7 Clay, you receive 1 Clay. If you have at least 8 Wood, you receive 1 Wood.",%2g;%3g;%4g;%5g,,,,OriginalVersion,Z-Man,BaseSet,false
StorehouseKeeper,Storehouse Keeper,K,288,Occupation,4,,,,,%7s;%9s,"Whenever you use a Family member's action to take Reed and Stone, you also receive your choice of 1 Clay or 1 Grain.",%3g;%6g,%29as,,,OriginalVersion,Z-Man,BaseSet,false
Countryman,Countryman,K,289,Occupation,4,,,,,%11u,"After all players have placed their Family members, you may move one of your Family members from a ""Take 1 Grain"" or ""Take 1 Vegetable"" Action space to a free ""Sow"" Action space after you have taken the Grain or Vegetable.",%11t,%10as;%19as,,,OriginalVersion,Z-Man,BaseSet,false
ClayWorker,Clay Worker,K,290,Occupation,1,,,,,,"Whenever you use an action to take Wood or Clay, you also receive 1 additional Clay.",%2g,%1as;%4as;%26as;%27as;%28as;%16t;%25t,,,OriginalVersion,Z-Man,BaseSet,false
Lover,Lover,K,291,Occupation,3,Cost4F,,,,%7u;%14u;%1s;%2s,"When you play this card, immediately carry out a ""Family growth even without room"" action (Similar to the Round card from Stage 5). Playing this card costs you an additional 4 Food.",%5t,,,,OriginalVersion,Z-Man,BaseSet,true
MarketWoman,Market Woman,K,292,Occupation,1,,,,,,"Whenever you receive Vegetables through a Family member's action or through a Minor Improvement, you receive an additional 2 Grain.",%6g,%15r;%19as,,,OriginalVersion,Z-Man,BaseSet,false
Plowman,Plowman,K,293,Occupation,1,,,,,,"Add 4,7, and 10 to the current round and place 1 field on each corresponding Round space. At the start of these rounds, you can Plow that 1 field by paying 1 Food.",%1fs;%9t,,,%1fs,OriginalVersion,Z-Man,BaseSet,false
BrushwoodCollector,Brushwood Collector,K,294,Occupation,3,,,,,%15u;%16u,You may replace the required Reed with a total of 1 Wood for any Renovation or Extension. (You use brushwood to make the roof.),%4g,%3t;%10t,,,OriginalVersion,Z-Man,BaseSet,false
CattleBreeder,Cattle Breeder,K,295,Occupation,4,,,,,%8s,"Your Cattle breed at the end of Round 12, if there is space for the calf. When you play this card, you receive 1 Cattle.",%10g,,,,OriginalVersion,Z-Man,BaseSet,false
SeedSeller,Seed Seller,K,296,Occupation,3,,,,,%7s,"Whenever you use the ""Take 1 Grain"" Action space, you receive 1 additional Grain. When you play this card, you receive 1 Grain.",%6g,%10as,,,OriginalVersion,Z-Man,BaseSet,false
SheepFarmer,Sheep Farmer,K,297,Occupation,3,,,,,%3u;%7s,"Whenever you take Sheep with one of your people, you receive an additional Sheep from the supply. You can exchange 3 Sheep for 1 Cattle and 1 Wild boar at any time (except during the breeding phase.)",%8g;%9g;%10g,%12as;%22t,,,OriginalVersion,Z-Man,BaseSet,false
ShepherdBoy,Shepherd Boy,K,298,Occupation,4,,,,,%9u,"Once you live in a Stone house, place 1 Sheep on each remaining Round space. At the start of these rounds, you receive the Sheep. (If you already live in a Stone house, place the Sheep immediately.)",%8g,,%7fs,%8g,OriginalVersion,Z-Man,BaseSet,false
Slaughterman,Slaughterman,K,299,Occupation,3,,,,,%5u,"Whenever another player converts animals to Food, you receive 1 Food from the supply. In the Feeding phase, you are the last player to feed your family (so you can benefit if other players slaughter.)(If you slaughter, you receive no additional Food.)",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
SchnapsDistiller,Schnaps Distiller,K,300,Occupation,1,,,,,%5u;%7s,"In the Feeding phase of each Harvest, you can convert up to 1 Vegetable to 5 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
WoodCarver,Wood Carver,K,301,Occupation,1,,,,,%15u;%16u,"In each round, you pay 1 Wood less for one of the following: an Improvement, a Room of a Wooden hut, a stable or a fence.",%2g,%3t;%2t;%6t;%7t;%26t,,,OriginalVersion,Z-Man,BaseSet,false
PigWhisperer,Pig Whisperer,K,302,Occupation,4,,,,,,"Add 4,7 and 10 to the current round and place 1 Wild boar on each corresponding Round space. At the start of these rounds, you receive the Wild boar.",%9g,,,%9g,OriginalVersion,Z-Man,BaseSet,false
StoneBreaker,Stone Breaker,K,303,Occupation,4,,,,,%6s,"At any time, you can Renovate your Clay hut to a Stone house without using the ""Renovation"" Action space. (You must still pay the costs of the renovation.)",%10t,,,,OriginalVersion,Z-Man,BaseSet,false
Veterinarian,Veterinarian,K,304,Occupation,4,,,,,,"When you play this card, place 4 Sheep, 3 Wild boar and 2 Cattle in a container. At the start of each round, draw two animals. If they are the same, keep one. Return the 1 or 2 animals to the container.",%8g;%9g;%10g,,,,OriginalVersion,Z-Man,BaseSet,false
AnimalHandler,Animal Handler,K,305,Occupation,4,,,,,,"Place 1 Sheep on the space for Round 7, 1 Wild boar on Round 10, and 1 Cattle on Round 14. At the start of these rounds, you can buy the animal for 1 Food.",%8g;%9g;%10g,,,%8g;%9g;%10g,OriginalVersion,Z-Man,BaseSet,false
AnimalTamer,Animal Tamer,K,306,Occupation,1,,,,,%8s,You can keep 1 animal in each room of your home. You may keep more than 1 type of animal in your home.,,,,,OriginalVersion,Z-Man,BaseSet,false
AnimalBreeder,Animal Breeder,K,307,Occupation,4,,,,,%3u;%2s;%8s,"Whenever you fence unused spaces to create at least one new pasture, you can buy a pair of animals: 2 Sheep for 1 Food, 2 Wild boar for 2 Food, or 2 Cattle for 3 Food.",%8g;%9g;%10g,%2t,,,OriginalVersion,Z-Man,BaseSet,false
Foreman,Foreman,K,308,Occupation,4,,,,,,"At the start of the Work phase, you can place 1 Food from the general supply on an Action space of your choice.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
Weaver,Weaver,K,309,Occupation,4,,,,,,"Whenever you have at least 2 Sheep at the start of the Work phase, you receive 1 Food.",%1g,,,,OriginalVersion,Z-Man,BaseSet,false
ResourceSeller,Resource Seller,K,310,Occupation,1,,,,,,"Pile (from bottom to top) 1 Stone, Clay, Stone, Clay, Reed, Clay, Wood on this card. You receive the top marker when you receive that type of building resource.",%2g;%3g;%4g;%5g,%3r;%9r;%14r;%16r,,,OriginalVersion,Z-Man,BaseSet,false
Magician,Magician,K,311,Occupation,4,,,,,%18u,"Whenever you use your last person to choose the ""Traveling Players"" action on an Action space, you receive an additional 1 Grain and 1 Food.",%1g;%6g,%30as,,,OriginalVersion,Z-Man,BaseSet,false
FenceOverseer,Fence Overseer,K,312,Occupation,1,,,,,%8s,"Each round, for a cost of 1 Food, you can immediately Fence a pasture of 1 farmyard space around a stable that you just built. You do not need to pay Wood for the fences.",%2t,%26t,,,OriginalVersion,Z-Man,BaseSet,false
Pelts,Pelts,K,339,MinorImp,,,,,Cost3Occ,%10d;%12u;%3s,"For each Animal that you slaughter and return to the general supply, you may place 1 Food from your personal supply in 1 of your rooms. You may have a maximum of 1 Food in each room. You cannot use these Food any more, but each is worth 1 Bonus point at the end of the game.",%17g,,,,OriginalVersion,Z-Man,BaseSet,false
AnimalTrainer,Animal Trainer,K,342,Occupation,4,,,,,%18u,"Whenever you take food from a ""Traveling Players"" space, you may immediately use it to buy animals: Pay 2 Food for each Sheep or Wild Boar and 3 Food for each Cattle.",%8g;%9g;%10g,%30as,,,OriginalVersion,Z-Man,BaseSet,false
